MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,5.749392985908253,11.064886829303003,Pave,NoAlley,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,6.680854678790215,Ex,TA,PConc,Ex,TA,Gd,GLQ,8.638525476583762,Unf,0.0,466,6110,GasA,Ex,Y,SBrkr,8.453827315794417,950,No Feature,8.63817111796914,"(1.0, 3.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(8.0, 14.0]",Typ,"(1.0, 3.0]",Gd,Attchd,2008.0,Fin,2,1418,TA,TA,Y,5.3706380281276624,5.680172609017068,0.0,No Feature,0.0,Has Feature,Gd,NoFence,NoFeature,No Feature,1,2008,New,Partial,11.982935344196433
20,RL,4.330733340286331,8.922791623969637,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1959,1994,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.831882477283517,Rec,6.810142450115136,0,1246,GasA,Ex,Y,SBrkr,7.1284959456800365,0,No Feature,7.1284959456800365,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1959.0,RFn,1,305,TA,TA,Y,5.389071729816501,0.0,0.0,No Feature,0.0,No Feature,NoPool,GdPrv,NoFeature,No Feature,5,2010,WD,Normal,11.944714374881176
60,RL,4.3272183981788865,9.283869605264298,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1999,1999,Gable,CompShg,VinylSd,VinylSd,,5.84354441703136,Gd,TA,PConc,Gd,TA,No,GLQ,6.543911845564792,Unf,0.0,284,978,GasA,Ex,Y,SBrkr,6.913737350659685,978,No Feature,7.592870287844818,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2009,WD,Normal,12.323860125621126
70,RL,4.173361102540325,8.922791623969637,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(5.0, 7.0]",1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.306275286948016,Unf,0.0,224,771,GasA,Fa,Y,SBrkr,6.625392368007956,741,No Feature,7.3098814858247865,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(1.0, 3.0]",Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0.0,0.0,0.0,No Feature,5.41610040220442,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2009,WD,Normal,12.086731521684555
60,RL,4.532599493153256,9.222367752188902,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.971261839790462,Gd,TA,PConc,Gd,TA,No,GLQ,6.608000625296087,Unf,0.0,425,1165,GasA,Ex,Y,SBrkr,7.093404625868766,1323,No Feature,7.834788107388194,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,5.736572297479192,4.3694478524670215,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2006,WD,Normal,12.577639650232573
20,RL,4.30406509320417,9.069813136839207,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.43372200355424,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1616,1616,GasA,Ex,Y,SBrkr,7.388327859577107,0,No Feature,7.388327859577107,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2005.0,RFn,3,834,TA,TA,Y,5.342334251964811,4.0943445622221,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2006,WD,Normal,12.354496960983985
160,RM,3.4965075614664802,8.120886021092838,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,"(6.0, 7.0]","(0.999, 5.0]",2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,4.770684624465665,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,976,976,GasA,Ex,Y,SBrkr,6.884486652042782,732,No Feature,7.443663683115591,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Maj1,"(-0.001, 1.0]",NoFirePlace,Detchd,2004.0,Unf,2,380,TA,TA,Y,0.0,3.713572066704308,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2006,WD,Normal,11.775297421715827
20,RL,4.6913478822291435,9.486000469200638,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,5.707110264748875,Gd,TA,PConc,Ex,TA,No,GLQ,7.360739903058278,Unf,0.0,80,1652,GasA,Ex,Y,SBrkr,7.410347097821024,0,No Feature,7.410347097821024,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Ex,"(5.0, 6.0]",Typ,"(1.0, 3.0]",Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,6.003887067106539,4.634728988229636,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2009,WD,Normal,12.691583538230217
120,RL,3.8918202981106265,8.847359875474174,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,"(6.0, 7.0]","(0.999, 5.0]",2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,4.553876891600541,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368,1368,GasA,Ex,Y,SBrkr,7.221835825288449,0,No Feature,7.221835825288449,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,4.890349128221754,3.58351893845611,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,9,2006,New,Partial,12.218500103788143
20,RL,4.110873864173311,8.996280439395015,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,6.616065185132817,Unf,0.0,244,990,GasA,Ex,Y,SBrkr,6.898714534329988,0,No Feature,6.898714534329988,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,2000.0,Unf,2,480,TA,TA,Y,0.0,4.174387269895637,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2009,WD,Normal,11.835016210489899
20,RM,4.61512051684126,9.392745258631441,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,4.976733742420574,ALQ,6.411818267709897,172,924,GasA,Ex,Y,SBrkr,7.023758954738443,0,No Feature,7.023758954738443,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1948.0,Unf,2,528,TA,TA,Y,0.0,3.6109179126442243,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,5,2008,WD,Normal,11.898194668458823
20,RL,4.152613470346076,8.875426919818963,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.48863636973214,TA,TA,CBlock,Gd,TA,No,GLQ,7.0909098220799835,Unf,0.0,78,1278,GasA,Gd,Y,SBrkr,7.166265974133638,0,No Feature,7.166265974133638,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1991.0,RFn,2,496,TA,TA,Y,4.727387818712341,3.9512437185814275,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,6,2008,WD,Normal,12.09626335986454
20,RL,4.61512051684126,9.770013301136158,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,"(6.0, 7.0]","(7.0, 9.0]",1959,2002,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,7.249215057114389,Unf,0.0,496,1902,GasA,TA,Y,SBrkr,7.551186867296149,0,No Feature,7.551186867296149,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(6.0, 7.0]",Typ,"(1.0, 3.0]",TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0.0,5.337538079701318,5.093750200806762,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,12.721888795877375
20,RL,4.23410650459726,9.08421009483197,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(6.0, 7.0]","(0.999, 5.0]",2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.394449154672439,Gd,TA,PConc,Gd,TA,No,GLQ,6.8308742346461795,Unf,0.0,349,1274,GasA,Ex,Y,SBrkr,7.150701457592526,0,No Feature,7.150701457592526,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2005.0,RFn,2,508,TA,TA,Y,5.579729825986222,4.59511985013459,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2007,New,Partial,12.220966184120165
60,RL,4.430816798843313,9.166701914946353,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.820082930352362,Gd,TA,PConc,Ex,TA,No,GLQ,6.180016653652572,Unf,0.0,971,1453,GasA,Ex,Y,SBrkr,7.282073658093465,1357,No Feature,7.941295570906532,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,6.2166061010848646,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2007,WD,Normal,12.618185607609803
60,RL,4.6913478822291435,9.6006918422743,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.111987788356544,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1393,1393,GasA,Ex,Y,SBrkr,7.260522598089852,1177,No Feature,7.8632667240095735,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,6.505784060128229,3.4339872044851463,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,12.716405147731708
20,RL,4.110873864173311,9.010791269515602,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.597145701886651,Unf,0.0,216,948,GasA,Ex,Y,SBrkr,6.855408798609928,0,No Feature,6.855408798609928,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0.0,3.6109179126442243,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2007,WD,Normal,11.686887175419702
60,RL,4.454347296253507,9.312535884290853,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(0.999, 5.0]",1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,6.2166061010848646,LwQ,5.6240175061873385,176,952,GasA,TA,Y,SBrkr,6.996681488176539,1020,No Feature,7.655864017616056,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(8.0, 14.0]",Typ,"(1.0, 3.0]",Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,5.638354669333745,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,Normal,12.239995696974733
20,RL,4.127134385045092,9.232786560806012,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.602118820879701,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1622,1622,GasA,Ex,Y,SBrkr,7.396948602621014,0,No Feature,7.396948602621014,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Ex,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,5.153291594497779,3.7612001156935624,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2009,WD,Normal,12.596403811053621
120,FV,3.871201010907891,8.350193650720067,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,"(6.0, 7.0]","(0.999, 5.0]",2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1352,1352,GasA,Ex,Y,SBrkr,7.210079628170788,0,No Feature,7.210079628170788,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0.0,5.488937726156687,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2007,New,Partial,12.249615734512616
20,RL,4.433986373604593,9.601165503344832,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.187385805840755,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1753,1753,GasA,Ex,Y,SBrkr,7.488852955733459,0,No Feature,7.488852955733459,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,5.293304824724492,5.017279836814924,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2006,WD,Normal,12.524530013005734
20,RL,4.330733340286331,9.231710397712375,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.890349128221754,TA,TA,PConc,TA,TA,No,ALQ,6.20050917404269,Unf,0.0,372,864,GasA,Ex,Y,SBrkr,6.855408798609928,0,No Feature,6.855408798609928,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1954.0,Unf,1,248,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2007,WD,Normal,11.6172944892629
20,RL,4.2626798770413155,9.036106025364846,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.247024072160486,Rec,6.495265555937008,628,1478,GasA,Gd,Y,SBrkr,7.2991214627108,0,No Feature,7.2991214627108,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(1.0, 3.0]",Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,4.74493212836325,0.0,0.0,No Feature,5.37989735354046,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,WD,Normal,11.960817678718287
20,RL,3.9563588192481975,8.799058378546453,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0,0,Floor,TA,N,SBrkr,6.580639137284949,0,No Feature,6.580639137284949,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2008,WD,Normal,11.19135563385109
60,RL,4.68213122712422,9.228867676590067,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.51471269087253,Unf,0.0,76,750,GasA,Ex,Y,SBrkr,6.967909201801884,862,No Feature,7.562161631225652,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,5.484796933490655,3.6888794541139363,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2010,WD,Normal,12.154784614286667
30,RL,3.9318256327243257,8.581294116822761,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1940,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,5.638354669333745,Unf,0.0,140,420,GasA,Gd,Y,SBrkr,6.5638555265321274,0,No Feature,6.5638555265321274,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Fa,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,5.10594547390058,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,12,2009,WD,Normal,11.320565693461432
20,RL,4.330733340286331,9.209039526243135,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.061456918928017,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1795,1795,GasA,Ex,Y,SBrkr,7.493317248862145,0,No Feature,7.493317248862145,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0.0,3.912023005428146,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2007,New,Partial,11.898194668458823
30,RM,3.713572066704308,8.19891444498699,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1922,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,796,796,GasA,Fa,N,SBrkr,6.680854678790215,0,No Feature,6.680854678790215,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0.0,0.0,4.61512051684126,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,1,2008,WD,Normal,10.915106645867503
30,RH,4.2626798770413155,8.359603270841466,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1931,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.300785794663244,Unf,0.0,0,544,GasA,Ex,Y,SBrkr,6.652863029353347,0,No Feature,6.652863029353347,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0.0,0.0,5.659482215759621,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2007,WD,Normal,11.277215789596893
20,RL,4.110873864173311,8.79497643168877,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(7.0, 9.0]",1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,6.464588303689961,Unf,0.0,175,816,GasA,Ex,Y,SBrkr,6.705639094860003,0,No Feature,6.705639094860003,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,10,2008,WD,Normal,11.779136168550774
50,RM,4.110873864173311,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(5.0, 7.0]",1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,6.202535517187923,Unf,0.0,1017,1510,GasW,Ex,Y,SBrkr,7.368339686311381,1208,No Feature,7.934871565945177,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",TA,"(7.0, 8.0]",Mod,"(1.0, 3.0]",TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0.0,6.306275286948016,0.0,No Feature,6.175867270105761,No Feature,NoPool,MnPrv,Shed,Has Feature,6,2008,WD,Normal,12.45293662970407
